taxonomy_name,dataset_name,num_classes
rodrigues2019turbidite_tx001.ttl,rodrigues2019turbidite,12
rodrigues2019turbidite_tx002.ttl,rodrigues2019turbidite,4
rodrigues2019turbidite_tx003.ttl,rodrigues2019turbidite,9
rodrigues2019turbidite_tx004.ttl,rodrigues2019turbidite,14
