class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Artifact,none,other,False,False,True,3,20
Audio_Medium,none,other,False,True,False,5,0
Auditory_Output_Device,none,other,False,False,True,5,4
Behavior_Presentation_Specification,none,other,False,True,False,6,0
Beverage_Output_Device,none,other,False,True,False,6,0
Box_Speaker_Output_Device,none,other,False,True,False,6,0
Computer_Machine,none,other,False,True,False,4,0
Computer_Medium,none,other,False,True,False,7,0
Computer_System,none,other,False,False,True,3,1
Continuous_Medium,none,other,False,False,True,4,2
Creation_Work,none,other,False,False,True,3,4
Data_File,none,other,False,False,True,5,15
Directly_Transmitted_Medium,none,other,False,True,False,4,0
Discrete_Medium,none,other,False,False,True,4,2
Disposition,none,other,False,False,True,3,4
Earbud_Output_Device,none,other,False,True,False,6,0
Electric_Smell_Interface_Output_Device,none,other,False,True,False,6,0
Endurant,none,other,True,False,False,0,74
Fog_Output_Device,none,other,False,True,False,6,0
Fog_Sensory_Effect_Description,none,other,False,True,False,8,0
Graphic_Medium,none,other,False,True,False,5,0
Gustatory_Output_Device,none,other,False,False,True,5,2
Haptic_Output_Device,none,other,False,False,True,5,6
Hardware_Equipment,none,other,False,False,True,3,28
Head-Mounted_Display_Output_Device,none,other,False,True,False,6,0
Headphone_Output_Device,none,other,False,True,False,6,0
Holographic_Output_Device,none,other,False,True,False,6,0
Input_Device,none,other,False,True,False,4,0
Intrinsic_Moment,none,other,False,False,True,2,5
Kinesthetic_Sensory_Effect_Description,none,other,False,True,False,8,0
LED_Lighting_Output_Device,none,other,False,True,False,6,0
Light_Sensory_Effect_Description,none,other,False,True,False,8,0
Lightbulb_Output_Device,none,other,False,True,False,6,0
Lingering_Sensory_Effect_Description,none,other,False,False,True,7,5
Loaded_Mulsemedia_Program_Copy,none,other,False,True,False,5,0
Loaded_Mulsemedia_Software_System_Copy,none,other,False,True,False,5,0
Loaded_Program_Copy,none,other,False,False,True,4,1
Loaded_Software_System_Copy,none,other,False,False,True,4,1
Lollipop_Output_Device,none,other,False,True,False,6,0
Medium,none,other,False,False,True,3,8
Moment,none,other,False,False,True,1,6
Motion_Chair_Output_Device,none,other,False,True,False,6,0
Motion_Medium,none,other,False,True,False,5,0
Motion_Picture,none,other,False,True,False,4,0
Mulsemedia_Computer_System,none,other,False,True,False,4,0
Mulsemedia_Software_System,none,other,False,True,False,6,0
Object,none,other,False,False,True,2,65
Olfactory_Output_Device,none,other,False,False,True,5,2
Output_Device,none,other,False,False,True,4,25
Picture,none,other,False,True,False,4,0
Program,none,other,False,True,False,5,0
Projector_Output_Device,none,other,False,True,False,6,0
Prompt_Sensory_Effect_Description,none,other,False,False,True,7,5
Rumble_Output_Device,none,other,False,True,False,6,0
Scent_Diffuser_Output_Device,none,other,False,True,False,6,0
Scent_Sensory_Effect_Description,none,other,False,True,False,8,0
Screen_Output_Device,none,other,False,True,False,6,0
Sensory_Effect_Description,none,other,False,False,True,6,12
Software_Item,none,other,False,False,True,4,19
Software_Sytem,none,other,False,False,True,5,1
Sound,none,other,False,True,False,4,0
Spraying_Output_Device,none,other,False,True,False,6,0
Spraying_Sensory_Effect_Description,none,other,False,True,False,8,0
Substantial,none,other,False,False,True,1,66
Tactile_Sensory_Effect_Description,none,other,False,True,False,8,0
Taste_Sensory_Effect_Description,none,other,False,True,False,8,0
Temperature_Output_Device,none,other,False,True,False,6,0
Temperature_Sensory_Effect_Description,none,other,False,True,False,8,0
Text,none,other,False,True,False,4,0
Text_Medium,none,other,False,True,False,5,0
Vibration_Output_Device,none,other,False,True,False,6,0
Vibration_Sensory_Effect_Description,none,other,False,True,False,8,0
Visual_Output_Device,none,other,False,False,True,5,6
Wind_Sensory_Effect_Description,none,other,False,True,False,8,0
Wind_Turbine_Output_Device,none,other,False,True,False,6,0
