percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
90,10,0.030312899965792894,0.02046909974887967,4.610000178217888e-05,4.789978265762329e-05,0.018552000634372234,1.910002902150154e-05,0.3722970001399517,0.13231240026652813,0.0032962001860141754,0.13465529959648848,0.02791370078921318,0.030539799947291613,0.011611000634729862,0.0019395998679101467,0.04210270056501031,0.8261148021556437
