execution_number,input_class_name,input_class_stereotype
1,CEIConductor,rolemixin
2,CEIGenerator,rolemixin
3,CSAAsCEIConductor,role
4,CSVAsCEIConductor,role
5,CSVAsEPsAccumulator,role
6,ConductingSystemOfAtria,kind
7,ConductingSystemOfVentricles,kind
8,EPsAccumulator,rolemixin
9,SANode,kind
10,SANodeAsCEIConductor,role
11,SANodeAsCEIGenerator,role
