taxonomy_name,dataset_name,num_classes
aires2022valuenetworks-geo_tx001.ttl,aires2022valuenetworks-geo,4
aires2022valuenetworks-geo_tx002.ttl,aires2022valuenetworks-geo,6
aires2022valuenetworks-geo_tx003.ttl,aires2022valuenetworks-geo,7
