class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Actor,category,category,True,False,False,0,3,3
Agent,kind,kind,False,True,False,1,0,3
Consumer,kind,kind,False,True,False,1,0,3
CounterObject,kind,kind,False,True,False,1,0,6
DeclaredProvenance,subkind,subkind,False,True,False,2,0,6
EndProduct,kind,kind,False,True,False,1,0,6
GeographicIndication,subkind,subkind,False,True,False,2,0,6
Payment,relator,kind,False,True,False,1,0,5
Production,relator,kind,False,True,False,1,0,5
Provenance,kind,kind,False,False,True,1,2,6
Provider,kind,kind,False,True,False,1,0,3
Purchase,relator,kind,False,True,False,1,0,5
RawProduct,kind,kind,False,True,False,1,0,6
Receipt,relator,kind,False,True,False,1,0,5
Sale,relator,kind,False,True,False,1,0,5
ValueActivity,category,category,True,False,False,0,5,5
ValueObject,category,category,True,False,False,0,6,6
