execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,16,15,0,1,93.75,0.0,6.25,16,13,2,1,81.25,12.5,6.25,224,210,14,224,200,24,93.75,6.25,89.28571428571429,10.714285714285714,-2,2,0,-12.5,12.5,0.0,-10,10,-4.464285714285708,4.4642857142857135,1
2,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
3,16,15,0,1,93.75,0.0,6.25,16,13,2,1,81.25,12.5,6.25,224,210,14,224,200,24,93.75,6.25,89.28571428571429,10.714285714285714,-2,2,0,-12.5,12.5,0.0,-10,10,-4.464285714285708,4.4642857142857135,1
4,16,15,0,1,93.75,0.0,6.25,16,10,5,1,62.5,31.25,6.25,224,210,14,224,177,47,93.75,6.25,79.01785714285714,20.982142857142858,-5,5,0,-31.25,31.25,0.0,-33,33,-14.732142857142861,14.732142857142858,5
5,16,15,0,1,93.75,0.0,6.25,16,11,4,1,68.75,25.0,6.25,224,210,14,224,186,38,93.75,6.25,83.03571428571429,16.964285714285715,-4,4,0,-25.0,25.0,0.0,-24,24,-10.714285714285708,10.714285714285715,3
6,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
7,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
8,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
9,16,15,0,1,93.75,0.0,6.25,16,13,2,1,81.25,12.5,6.25,224,210,14,224,200,24,93.75,6.25,89.28571428571429,10.714285714285714,-2,2,0,-12.5,12.5,0.0,-10,10,-4.464285714285708,4.4642857142857135,1
10,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
11,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
12,16,15,0,1,93.75,0.0,6.25,16,7,8,1,43.75,50.0,6.25,224,210,14,224,156,68,93.75,6.25,69.64285714285714,30.357142857142854,-8,8,0,-50.0,50.0,0.0,-54,54,-24.10714285714286,24.107142857142854,8
13,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
14,16,15,0,1,93.75,0.0,6.25,16,13,2,1,81.25,12.5,6.25,224,210,14,224,200,24,93.75,6.25,89.28571428571429,10.714285714285714,-2,2,0,-12.5,12.5,0.0,-10,10,-4.464285714285708,4.4642857142857135,1
15,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
16,16,15,0,1,93.75,0.0,6.25,16,1,14,1,6.25,87.5,6.25,224,210,14,224,112,112,93.75,6.25,50.0,50.0,-14,14,0,-87.5,87.5,0.0,-98,98,-43.75,43.75,0
