execution_number,input_class_name,input_class_stereotype
1,Child,phase
2,Citizen,subkind
3,Company,subkind
4,Employed,phase
5,In_requalification,phase
6,PA_Client,kind
7,Pupil,phase
8,Seeking_for_employment,phase
9,Senior,phase
10,Unemployed,phase
