class_name,class_original_classification,classification_final_list
Benefit,subkind,can
Gain,subkind,can
Loss,subkind,can
Psychological_Value,kind,can
Psychological_Value_Component,kind,not
Rational_Value,kind,can
Rational_Value_Component,kind,not
Sacrifice,subkind,can
Value,kind,can
Value_Component,kind,is
