execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,6,5,0,1,83.33333333333334,0.0,16.666666666666664,6,3,2,1,50.0,33.33333333333333,16.666666666666664,84,70,14,84,52,32,83.33333333333334,16.666666666666664,61.904761904761905,38.095238095238095,-2,2,0,-33.33333333333334,33.33333333333333,0.0,-18,18,-21.428571428571438,21.42857142857143,2
2,6,5,0,1,83.33333333333334,0.0,16.666666666666664,6,5,0,1,83.33333333333334,0.0,16.666666666666664,84,70,14,84,70,14,83.33333333333334,16.666666666666664,83.33333333333334,16.666666666666664,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
3,6,5,0,1,83.33333333333334,0.0,16.666666666666664,6,3,2,1,50.0,33.33333333333333,16.666666666666664,84,70,14,84,52,32,83.33333333333334,16.666666666666664,61.904761904761905,38.095238095238095,-2,2,0,-33.33333333333334,33.33333333333333,0.0,-18,18,-21.428571428571438,21.42857142857143,2
4,6,5,0,1,83.33333333333334,0.0,16.666666666666664,6,3,2,1,50.0,33.33333333333333,16.666666666666664,84,70,14,84,52,32,83.33333333333334,16.666666666666664,61.904761904761905,38.095238095238095,-2,2,0,-33.33333333333334,33.33333333333333,0.0,-18,18,-21.428571428571438,21.42857142857143,2
5,6,5,0,1,83.33333333333334,0.0,16.666666666666664,6,4,1,1,66.66666666666666,16.666666666666664,16.666666666666664,84,70,14,84,61,23,83.33333333333334,16.666666666666664,72.61904761904762,27.380952380952383,-1,1,0,-16.666666666666686,16.666666666666664,0.0,-9,9,-10.714285714285722,10.714285714285719,1
6,6,5,0,1,83.33333333333334,0.0,16.666666666666664,6,4,1,1,66.66666666666666,16.666666666666664,16.666666666666664,84,70,14,84,61,23,83.33333333333334,16.666666666666664,72.61904761904762,27.380952380952383,-1,1,0,-16.666666666666686,16.666666666666664,0.0,-9,9,-10.714285714285722,10.714285714285719,2
