execution_number,input_class_name,input_class_stereotype
1,Blocked_Load,role
2,Captured_Sediment,role
3,Deposited_Sediment,rolemixin
4,Drawn_Sediment,rolemixin
5,Frictioned_Sediment,role
6,Obstacled_Sediment,rolemixin
7,Sediment,category
8,Transported_Load,role
9,Unstable_Sediment,rolemixin
