class_name,class_original_classification,classification_final_list
Artifact,category,is
CASE_Tool,subkind,is
Composite_Artifact,category,is
Document,kind,is
Document_Template,kind,is
Hardware_Equipment,kind,can
Hardware_Resource,role,can
Information_Item,kind,can
Method,kind,is
Model,kind,is
Procedure,category,can
Resource,rolemixin,is
Simple_Artifact,category,can
Software_Item,kind,is
Software_Product,kind,is
Software_Project,subkind,is
Software_Resource,role,is
Standard_Process_Definition_Document,kind,is
Technique,kind,can
