class_name,class_original_classification,classification_final_list
Artifact,category,is
CASE_Tool,subkind,can
Composite_Artifact,category,can
Document,kind,is
Document_Template,kind,is
Hardware_Equipment,kind,is
Hardware_Resource,role,can
Information_Item,kind,can
Method,kind,can
Model,kind,is
Procedure,category,is
Resource,rolemixin,is
Simple_Artifact,category,is
Software_Item,kind,is
Software_Product,kind,is
Software_Project,subkind,can
Software_Resource,role,can
Standard_Process_Definition_Document,kind,can
Technique,kind,can
