class_name,class_original_classification,classification_final_list
Artifact,category,is
CASE_Tool,subkind,can
Composite_Artifact,category,is
Document,kind,is
Document_Template,kind,can
Hardware_Equipment,kind,is
Hardware_Resource,role,can
Information_Item,kind,is
Method,kind,is
Model,kind,can
Procedure,category,can
Resource,rolemixin,can
Simple_Artifact,category,is
Software_Item,kind,is
Software_Product,kind,is
Software_Project,subkind,is
Software_Resource,role,can
Standard_Process_Definition_Document,kind,can
Technique,kind,is
