class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Disposition,none,other,True,False,False,0,2
Harm_TruthMaker,none,other,False,True,False,1,0
Initiator_Factor,none,other,False,True,False,1,0
