class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Bachelor_Degree_Student,phase,phase,False,True,False,2,0
Citizen�s_Role,viewpoint,other,True,False,False,0,13
Company_Pensioner,role,role,False,True,False,1,0
Doctoral_Degree_Student,phase,phase,False,True,False,2,0
Employee,role,role,False,True,False,1,0
Enterpreneur,role,role,False,True,False,1,0
Master_Degree_Student,phase,phase,False,True,False,2,0
Offspring,role,role,False,True,False,1,0
Old_Age_Pensioner,role,role,False,True,False,1,0
On_an_Exchange_Stay,phase,phase,False,True,False,2,0
Parent,role,role,False,True,False,1,0
Secondary_School_Student,phase,phase,False,True,False,2,0
Student,role,role,False,False,True,1,6
Study_Interrupted,phase,phase,False,True,False,2,0
