percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
20,10,0.008256100001744926,0.0027656000020215288,0.007982800001627766,0.0654114000062691,0.008764200014411472,0.03634719998808578,0.005552599977818318,2.0999868866056204e-06,1.6400008462369442e-05,4.630000330507755e-05,1.6900012269616127e-05,0.09165180000127293,0.0018173999997088686,0.0015350000030593947,1.2499993317760527e-05,0.23017830000026152
