class_name,class_original_classification,classification_final_list
consume,role,can
decrement-event,rolemixin,is
economic-event,rolemixin,is
give,role,can
increment-event,rolemixin,can
produce,role,can
take,role,can
transfer,kind,is
transformation,kind,is
