class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
ActiveAgent,mixin,mixin,False,False,True,1,2,17
ActiveOrganization,phase,phase,False,True,False,3,0,17
Agent,category,category,True,False,False,0,16,17
AlbumTrack,role,role,False,True,False,1,0,1
Band,subkind,subkind,False,True,False,3,0,17
Band_Member,role,role,False,True,False,4,0,17
Belief,mode,kind,False,True,False,1,0,3
Biological_Entity,category,category,False,False,True,1,2,5
Deceased_Person,phase,phase,False,True,False,2,0,17
Desire,mode,kind,False,True,False,1,0,3
ExtinctOrganization,phase,phase,False,True,False,2,0,17
Father,role,role,False,True,False,4,0,17
Female_Person,subkind,subkind,False,False,True,2,1,17
Gallery,kind,kind,False,True,False,2,0,4
GeographicalSpace,category,category,False,False,True,1,3,4
Human_Heart,kind,kind,False,True,False,3,0,5
Human_Organ,category,category,False,False,True,2,1,5
Inanimate_Entity,category,category,False,False,True,1,1,5
Individual_Artist,role,role,False,False,True,3,1,17
Intention,mode,kind,False,True,False,1,0,3
Living_Person,phase,phase,False,True,False,3,0,17
Male_Person,subkind,subkind,False,False,True,2,1,17
Material_Entity,category,category,True,False,False,0,5,5
MentalState,mode,kind,True,False,False,0,3,3
Mother,role,role,False,True,False,4,0,17
Museum,kind,kind,False,True,False,2,0,4
Offspring,role,role,False,True,False,2,0,17
Organization,kind,kind,False,False,True,1,3,17
Parent,role,role,False,False,True,2,2,17
Performer_Artist,mixin,mixin,True,False,False,0,3,17
Person,kind,kind,False,False,True,1,10,17
SpatialThing,category,category,True,False,False,0,4,4
Statue,kind,kind,False,True,False,2,0,5
SurgeryRoom,kind,kind,False,True,False,2,0,4
Track,kind,kind,True,False,False,0,1,1
