class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Company,kind,kind,True,False,False,0,3
Company_as_Lessor,role,role,False,True,False,4,0
Company_as_Owner,role,role,False,False,True,2,1
Company_as_Tenant,role,role,False,True,False,2,0
Land_Lord_(Lessor),rolemixin,rolemixin,True,False,False,0,2
Owner,rolemixin,rolemixin,True,False,False,0,4
Person,kind,kind,True,False,False,0,3
Person_as_Lessor,role,role,False,True,False,4,0
Person_as_Owner,role,role,False,False,True,2,1
Person_as_Tenant,role,role,False,True,False,2,0
Tenant_(Lessee),rolemixin,rolemixin,True,False,False,0,2
