class_name,class_original_classification,classification_final_list
Consequence_For_Resulting_Event_Agent,kind,is
Consequence_On_Collective,subkind,can
Consequence_On_Person,subkind,can
Economical_Consequence,subkind,can
Goal_Transfer_From_Sender,subkind,can
Goal_Transfer_From_Sender_To_Influence_Third_Agent,subkind,is
Guarantees_Of_Non-Repetition,subkind,can
Integrity_Consequence,subkind,can
Justice,subkind,can
Legal_Consequence,subkind,can
Memory,subkind,is
Negative_Consequence_On_Agent,subkind,can
Physical_Consequence,subkind,can
Positive_Consequence_On_Agent,subkind,can
Psychological_Consequence,subkind,is
Remedy,subkind,can
Reparation,subkind,can
Reputational_Consequence,subkind,can
Territorial_Consequence,subkind,can
Truth,subkind,can
