class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Agent,category,category,False,False,True,2,2
Agent_Trustee,rolemixin,rolemixin,False,True,False,4,0
Aspectual_Belief,mode,kind,False,False,True,4,4
Atomic_Intention,category,category,False,True,False,4,0
Belief,category,category,False,False,True,3,5
Capability_Belief,role,role,False,True,False,6,0
Complex_Intention,category,category,False,True,False,4,0
Desire,category,category,False,True,False,3,0
Disposition_Belief,subkind,subkind,False,False,True,5,2
Endurant,category,category,True,False,False,0,25
Intention,category,category,False,False,True,3,2
Intention_Belief,subkind,subkind,False,True,False,5,0
Mental_Moment,category,category,False,False,True,2,11
Moment,category,category,False,False,True,1,12
Object,category,category,False,False,True,2,2
Perception,category,category,False,True,False,3,0
Social_System,kind,kind,False,False,True,3,1
Social_System_Trustee,role,role,False,True,False,5,0
Substantial,category,category,False,False,True,1,7
Trust-Warranting_Signal,rolemixin,rolemixin,False,True,False,2,0
Trust_Calibration_Signal,rolemixin,rolemixin,False,False,True,1,2
Trustee,rolemixin,rolemixin,False,False,True,2,2
Trustor,rolemixin,rolemixin,False,True,False,3,0
Trustworthiness_Evidence,category,category,False,True,False,1,0
Uncertainty_Signal,rolemixin,rolemixin,False,True,False,2,0
Vulnerability_Belief,role,role,False,True,False,6,0
