class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Agent,category,category,False,False,True,2,2,25
Agent_Trustee,rolemixin,rolemixin,False,True,False,4,0,25
Aspectual_Belief,mode,kind,False,False,True,4,4,25
Atomic_Intention,category,category,False,True,False,4,0,25
Belief,category,category,False,False,True,3,5,25
Capability,rolemixin,rolemixin,False,True,False,1,0,2
Capability_Belief,role,role,False,True,False,6,0,25
Complex_Intention,category,category,False,True,False,4,0,25
Desire,category,category,False,True,False,3,0,25
Disposition,category,category,True,False,False,0,2,2
Disposition_Belief,subkind,subkind,False,False,True,5,2,25
Endurant,category,category,True,False,False,0,25,25
Influence,relator,kind,True,False,False,0,4,4
Institution-based_Trust,subkind,subkind,False,True,False,1,0,2
Intention,category,category,False,False,True,3,2,25
Intention_Belief,subkind,subkind,False,True,False,5,0,25
Mental_Moment,category,category,False,False,True,2,11,25
Mental_Moment_Influence,subkind,subkind,False,True,False,1,0,4
Moment,category,category,False,False,True,1,12,25
Object,category,category,False,False,True,2,2,25
Perception,category,category,False,True,False,3,0,25
Social_System,kind,kind,False,False,True,3,1,25
Social_System_Trustee,role,role,False,True,False,5,0,25
Social_Trust,subkind,subkind,False,True,False,1,0,2
Substantial,category,category,False,False,True,1,7,25
Trust,mode,kind,True,False,False,0,2,2
Trust-Warranting_Signal,rolemixin,rolemixin,False,True,False,2,0,25
Trust_Calibration_Signal,rolemixin,rolemixin,False,False,True,1,2,25
Trust_Calibration_Signal_Influence,subkind,subkind,False,True,False,1,0,4
Trust_influence,subkind,subkind,False,True,False,1,0,4
Trustee,rolemixin,rolemixin,False,False,True,2,2,25
Trustor,rolemixin,rolemixin,False,True,False,3,0,25
Trustworthiness_Evidence,category,category,False,True,False,1,0,25
Trustworthiness_Evidence_Influence,subkind,subkind,False,True,False,1,0,4
Uncertainty_Signal,rolemixin,rolemixin,False,True,False,2,0,25
Vulnerability,rolemixin,rolemixin,False,True,False,1,0,2
Vulnerability_Belief,role,role,False,True,False,6,0,25
