execution_number,input_class_name,input_class_stereotype
1,Alínea,kind
2,Alínea_Composta,subkind
3,Alínea_Simples,subkind
4,Alínea_Vetada,subkind
5,Apostila,subkind
6,Artigo,kind
7,Artigo_Componente_de_Capítulo,subkind
8,Artigo_Componente_de_Seção,subkind
9,Artigo_Composto,subkind
10,Artigo_Composto_por_Incisos,subkind
11,Artigo_Composto_por_Parágrafos,subkind
12,Artigo_Legal,subkind
13,Artigo_Legal_com_Infração_Definida,subkind
14,Artigo_Ordinário,subkind
15,Artigo_Regulamentar,subkind
16,Artigo_Regulamentar_com_Infração_Definida,subkind
17,Artigo_Simples,subkind
18,Artigo_Vetado,subkind
19,Artigo_de_Alteração,subkind
20,Artigo_de_Inclusão,subkind
21,Ato_Normativo,kind
22,Ato_Normativo_Base_de_Fiscalização,role
23,Capítulo,kind
24,Capítulo_Componente,subkind
25,Capítulo_Composto_por_Artigo,subkind
26,Capítulo_Composto_por_Seção,subkind
27,Cláusula_de_Revogação,subkind
28,Cláusula_de_Vigência,subkind
29,Constituição,subkind
30,Decreto,subkind
31,Decreto_Autônomo,subkind
32,Decreto_Legislativo,subkind
33,Decreto_Regulamentar,subkind
34,Decreto_Singular,subkind
35,Elemento_Alterado,rolemixin
36,Elemento_Alterável,category
37,Elemento_Componente_de_Ato_Normativo,category
38,Elemento_Incluído,rolemixin
39,Elemento_Modificado,category
40,Elemento_Original,category
41,Elemento_Revogado,rolemixin
42,Elemento_Vetado,category
43,Elemento_de_Agrupamento,category
44,Elemento_de_Discriminação,category
45,Emenda_à_Constituição,subkind
46,Inciso,kind
47,Inciso_Componente_de_Artigo,subkind
48,Inciso_Componente_de_Parágrafo,subkind
49,Inciso_Composto,subkind
50,Inciso_Simples,subkind
51,Inciso_Vetado,subkind
52,Lei_Complementar,subkind
53,Lei_Delegada,subkind
54,Lei_Ordinária,subkind
55,Livro,kind
56,Livro_Componente,subkind
57,Medida_Provisória,subkind
58,Parte,kind
59,Parte_Dupla,subkind
60,Parte_Especial,subkind
61,Parte_Geral,subkind
62,Parte_Múltipla,subkind
63,Parágrafo,kind
64,Parágrafo_Composto,subkind
65,Parágrafo_Simples,subkind
66,Parágrafo_Vetado,subkind
67,Portaria,subkind
68,Resolução,subkind
69,Resolução_da_ANTT,subkind
70,Seção,kind
71,Seção_Componente,subkind
72,Seção_Composta,subkind
73,Seção_Simples,subkind
74,Subseção,subkind
75,Título,kind
76,Título_Componente,subkind
