class_name,class_original_classification,classification_final_list
Client_Path_Layer,role,can
Client_Section_Layer,role,can
Composed_PM_Layer,role,can
LC_Composed_Layer_Network,role,can
Layer_Network,kind,can
Matrix_Composed_Path_Layer,role,can
Path-Path_Client_Layer,role,can
Path-Section_Client_Layer,role,can
Path_Layer_Network,role,can
Path_Layer_Network_2,subkind,can
Physical_Media_Layer_Network,subkind,is
Related_Layer_Network,role,can
Section_Layer_Network,subkind,can
Server_Path_Layer,role,can
Server_Physical_Media_Layer,role,can
Server_Section_Layer,role,can
Subnetwork_Composed_Path_Layer,role,can
Transmission_Media_Layer_Network,subkind,can
