class_name,class_original_classification,classification_final_list
Agriculture,subkind,is
Arts,subkind,is
AstronomicalTheory,subkind,is
Biology,subkind,is
Botany,subkind,is
Dance,subkind,is
Ethics,subkind,is
FirstPhilosophy-Metaphysics,subkind,is
Mathematics,subkind,is
Medicine,subkind,can
Music,subkind,is
NaturalPhilosophy-Physics,subkind,is
Politics,subkind,is
PracticalSciences,kind,is
ProductiveSciences,kind,is
Psychology,subkind,is
Science-Knowledge,category,is
Ship-building,subkind,can
SpecialSciences,subkind,can
Theatre,subkind,can
TheoreticalSciences,kind,is
