class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Action,event,other,False,False,True,1,7
Aerodrome's_Operation,event,other,False,True,False,4,0
Collision,event,other,False,True,False,3,0
Coordination,event,other,False,True,False,2,0
Decision,event,other,False,True,False,2,0
Deviation,event,other,False,True,False,3,0
Event,event,other,True,False,False,0,18
Flight,event,other,False,True,False,1,0
Handling,event,other,False,True,False,2,0
Loss_of_function,event,other,False,True,False,3,0
Near_collision,event,other,False,True,False,3,0
Operation,event,other,False,False,True,3,1
Process,event,other,False,True,False,1,0
Provision,event,other,False,True,False,2,0
Regulation_Violation_Event,event,other,False,True,False,3,0
Reportable_Event,event,other,False,False,True,1,7
Safety_Event,none,other,False,False,True,2,6
Use,event,other,False,False,True,2,2
Warning_System_Alarm,event,other,False,True,False,3,0
