class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Aerodrome,role,role,False,True,False,2,0
Aerodrome_part,object,other,False,True,False,2,0
Agent,kind,kind,False,False,True,1,3
Air_traffic_management,role,role,False,True,False,2,0
Aircraft,kind,kind,False,True,False,2,0
Aircraft_Part,object,other,False,True,False,2,0
Equipment,kind,kind,False,True,False,2,0
Function,none,other,False,False,True,1,1
Object,object,other,True,False,False,0,15
Organization,kind,kind,False,True,False,2,0
Person,kind,kind,False,True,False,2,0
Procedure,commitment,other,False,True,False,2,0
Regulation,commitment,other,False,False,True,1,1
Service,service,other,False,True,False,2,0
Technical_System,category,category,False,False,True,1,6
Vehicle,kind,kind,False,True,False,2,0
