taxonomy_name,dataset_name,num_classes
kostov2017towards_tx001.ttl,kostov2017towards,19
kostov2017towards_tx002.ttl,kostov2017towards,16
kostov2017towards_tx003.ttl,kostov2017towards,5
kostov2017towards_tx004.ttl,kostov2017towards,4
kostov2017towards_tx005.ttl,kostov2017towards,6
