class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Action,event,other,False,False,True,1,7,18
Aerodrome,role,role,False,True,False,2,0,15
Aerodrome's_Operation,event,other,False,True,False,4,0,18
Aerodrome_part,object,other,False,True,False,2,0,15
Agent,kind,kind,False,False,True,1,3,15
Air_traffic_management,role,role,False,True,False,2,0,15
Aircraft,kind,kind,False,True,False,2,0,15
Aircraft_Part,object,other,False,True,False,2,0,15
Aviation_Safety_Event_Type,none,other,False,False,True,1,3,5
Collision,event,other,False,True,False,3,0,18
Coordination,event,other,False,True,False,2,0,18
Crew,role,role,False,True,False,4,0,4
Damage,trope,other,False,True,False,2,0,3
Decision,event,other,False,True,False,2,0,18
Deviation,event,other,False,True,False,3,0,18
Equipment,kind,kind,False,True,False,2,0,15
Event,event,other,True,False,False,0,18,18
Factor_Type,role,role,False,True,False,2,0,5
Flight,event,other,False,True,False,1,0,18
Flight_Participant,role,role,False,False,True,3,1,4
Function,none,other,False,False,True,1,1,15
Handling,event,other,False,True,False,2,0,18
Impact,trope,other,False,False,True,1,2,3
Incident_Type,role,role,False,True,False,2,0,5
Injury,trope,other,False,True,False,2,0,3
Loss_of_function,event,other,False,True,False,3,0,18
Near_collision,event,other,False,True,False,3,0,18
Object,object,other,True,False,False,0,15,15
Object_Type,type,other,False,True,False,1,0,5
Operation,event,other,False,False,True,3,1,18
Organization,kind,kind,False,True,False,2,0,15
Person,kind,kind,False,True,False,2,0,15
Physical_Object,kind,kind,True,False,False,0,4,4
Procedure,commitment,other,False,True,False,2,0,15
Process,event,other,False,True,False,1,0,18
Provision,event,other,False,True,False,2,0,18
Regulation,commitment,other,False,False,True,1,1,15
Regulation_Violation_Event,event,other,False,True,False,3,0,18
Reportable_Event,event,other,False,False,True,1,7,18
Risk,role,role,False,True,False,2,0,5
Safety_Event,none,other,False,False,True,2,6,18
Service,service,other,False,True,False,2,0,15
Spatial_Object,subkind,subkind,False,False,True,1,3,4
Technical_System,category,category,False,False,True,1,6,15
Term_Type,type,other,True,False,False,0,5,5
TransportObject,role,role,False,False,True,2,2,4
Trope,trope,other,True,False,False,0,3,3
Use,event,other,False,False,True,2,2,18
Vehicle,kind,kind,False,True,False,2,0,15
Warning_System_Alarm,event,other,False,True,False,3,0,18
