class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Agriculture,subkind,subkind,False,True,False,2,0
Arts,subkind,subkind,False,False,True,2,3
AstronomicalTheory,subkind,subkind,False,True,False,4,0
Biology,subkind,subkind,False,True,False,4,0
Botany,subkind,subkind,False,True,False,4,0
Dance,subkind,subkind,False,True,False,3,0
Ethics,subkind,subkind,False,True,False,2,0
FirstPhilosophy-Metaphysics,subkind,subkind,False,True,False,2,0
Mathematics,subkind,subkind,False,True,False,2,0
Medicine,subkind,subkind,False,True,False,2,0
Music,subkind,subkind,False,True,False,3,0
NaturalPhilosophy-Physics,subkind,subkind,False,False,True,2,5
Politics,subkind,subkind,False,True,False,2,0
PracticalSciences,kind,kind,False,False,True,1,2
ProductiveSciences,kind,kind,False,False,True,1,7
Psychology,subkind,subkind,False,True,False,3,0
Science-Knowledge,category,category,True,False,False,0,20
Ship-building,subkind,subkind,False,True,False,2,0
SpecialSciences,subkind,subkind,False,False,True,3,3
Theatre,subkind,subkind,False,True,False,3,0
TheoreticalSciences,kind,kind,False,False,True,1,8
