execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
1,1.0199961252510548e-05,9.809993207454681e-05,1.0799849405884743e-05,6.09993003308773e-06,0.0011021000100299716,6.600050255656242e-06,5.399924702942371e-06,1.079996582120657e-05,1.9000144675374031e-06,9.270000737160444e-05,0.006538499961607158,0.026677199988625944,0.0009465999901294708,1.2599863111972809e-05,0.002139699994586408,0.0376592994434759
2,1.1400086805224419e-05,1.1199968867003918e-05,1.0399962775409222e-05,6.4999330788850784e-06,0.00023529992904514074,6.4999330788850784e-06,4.899920895695686e-06,9.499955922365189e-06,2.200016751885414e-06,0.0028542999643832445,9.300000965595245e-05,8.459994569420815e-05,0.00014969997573643923,1.379998866468668e-05,1.0400079190731049e-05,0.003503699670545757
3,1.1500087566673756e-05,0.009376800036989152,1.0899966582655907e-05,6.09993003308773e-06,0.0005527000175788999,6.7999353632330894e-06,0.0011811000294983387,0.0010180999524891376,1.9000144675374031e-06,0.006349200033582747,0.001898899907246232,0.009155599982477725,0.0004867999814450741,1.650000922381878e-05,0.005618199938908219,0.03569109982345253
4,1.1299969628453255e-05,1.2699863873422146e-05,1.0299845598638058e-05,6.09993003308773e-06,0.00036479998379945755,6.3999323174357414e-06,4.799920134246349e-06,9.500072337687016e-06,2.400018274784088e-06,0.007667800062336028,8.809997234493494e-05,8.260004688054323e-05,0.00025349995121359825,1.2999982573091984e-05,1.0399846360087395e-05,0.008543699397705495
5,1.2499978765845299e-05,1.0699848644435406e-05,1.1899974197149277e-05,5.899928510189056e-06,0.0003352999920025468,6.400048732757568e-06,4.999921657145023e-06,9.70007386058569e-06,2.100015990436077e-06,0.00749250000808388,8.589995559304953e-05,8.329993579536676e-05,0.00025019992608577013,1.3899989426136017e-05,1.0699848644435406e-05,0.008335999445989728
6,1.1299969628453255e-05,0.004808299941942096,1.1199968867003918e-05,6.3999323174357414e-06,0.0007585000712424517,6.5999338403344154e-06,0.0006029999349266291,8.749996777623892e-05,2.00001522898674e-06,0.003292700042948127,0.003910899977199733,0.015483800088986754,0.0006779000395908952,1.6900012269616127e-05,0.0020034000044688582,0.031680399901233613
