percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
20,9,8.280000474769622e-05,0.0010836000001290813,0.0018128999945474789,8.279999019578099e-05,0.004129099994315766,0.00014139999984763563,7.569999434053898e-05,1.8999999156221747e-06,9.99998883344233e-06,1.5199999324977398e-05,6.800008122809231e-06,0.0010352000099373981,0.0005256999866105616,0.0004292999947210774,6.800008122809231e-06,0.009439199973712675
