percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
20,9,0.006082399748265743,1.12997367978096e-05,1.039961352944374e-05,7.700175046920776e-06,0.0012533999979496002,7.000286132097244e-06,4.999805241823196e-06,9.600073099136353e-06,1.80024653673172e-06,1.12997367978096e-05,0.001839200034737587,0.004828200209885836,0.0009504999034106731,0.001166400033980608,1.1699739843606949e-05,0.016195899341255426
