class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Action_Planning,kind,kind,False,True,False,2,0
All_versus_one,kind,kind,False,True,False,4,0
Alliance,kind,kind,False,False,True,3,1
Behaviour,category,category,True,False,False,0,17
Camping,kind,kind,False,True,False,2,0
Flexible_strategy,kind,kind,False,True,False,2,0
Grouping,kind,kind,False,False,True,2,3
Human_Shield,kind,kind,False,True,False,2,0
One_versus_all,kind,kind,False,True,False,3,0
Playing_patterns,category,category,False,False,True,1,5
Protectionism,kind,kind,False,True,False,2,0
Reject_objectives,kind,kind,False,True,False,2,0
Risky_play,kind,kind,False,True,False,2,0
Rush_the_game,kind,kind,False,True,False,2,0
Safe_play,kind,kind,False,True,False,2,0
Self_objective,kind,kind,False,True,False,1,0
Strategic_choices,category,category,False,False,True,1,9
Survival_D,kind,kind,False,True,False,2,0
