class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Anguish,subkind,subkind,False,True,False,1,0
Despair,subkind,subkind,False,True,False,1,0
Disapointment,subkind,subkind,False,True,False,1,0
Discouragement,subkind,subkind,False,True,False,1,0
Distraughtness,subkind,subkind,False,True,False,1,0
Grief,subkind,subkind,False,True,False,1,0
Helplessness,subkind,subkind,False,True,False,1,0
Hopelessness,subkind,subkind,False,True,False,1,0
Misery,subkind,subkind,False,True,False,1,0
Resignation,subkind,subkind,False,True,False,1,0
Sadness,kind,kind,True,False,False,0,11
Sorrow,subkind,subkind,False,True,False,1,0
