class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Action_Card,kind,kind,False,True,False,2,0
Action_Points,kind,kind,False,True,False,2,0
Areas,kind,kind,False,True,False,2,0
Card,kind,kind,False,True,False,3,0
Component,kind,kind,False,False,True,1,9
Data_Representation,kind,kind,True,False,False,0,14
Die,kind,kind,False,False,True,2,1
Die_Marker,kind,kind,False,True,False,3,0
Modular_Board,kind,kind,False,True,False,2,0
Paper_And_Pencil,kind,kind,False,True,False,2,0
Pattern,kind,kind,False,True,False,2,0
Resource,kind,kind,False,False,True,1,3
Tile,kind,kind,False,True,False,3,0
Token,kind,kind,False,False,True,2,2
Victory_Points,kind,kind,False,True,False,2,0
