percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
60,5,8.110000635497272e-05,0.024186799986637197,0.008495000001857989,8.019999950192869e-05,0.05488860000332352,0.0016348999924957752,0.02755260000412818,2.2000021999701858e-06,1.2699994840659201e-05,0.004677200005971827,8.600007276982069e-06,0.0016094000020530075,0.003691399993840605,0.003189600000041537,6.800008122809231e-06,0.13011710000864696
