class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Anulled_Tender,role,role,False,True,False,2,0
Completed_Tender,role,role,False,False,True,1,5
Concession_Tender,subkind,subkind,False,True,False,1,0
Construction_Tender,subkind,subkind,False,True,False,1,0
Disposal_Tender,subkind,subkind,False,True,False,1,0
Empty_Tender,role,role,False,True,False,3,0
Failed_Tender,role,role,False,True,False,3,0
Lease_Tender,subkind,subkind,False,True,False,1,0
Permission_Tender,subkind,subkind,False,False,True,1,1
Permission_Tender_in_Auction,role,role,False,True,False,2,0
Permission_Tender_in_External_Phase,role,role,False,True,False,2,0
Publication_Context,rolemixin,rolemixin,True,False,False,0,1
Purchase_Tender,subkind,subkind,False,True,False,1,0
Service_Tender,subkind,subkind,False,True,False,1,0
Suspended_Tender,role,role,False,True,False,2,0
Tended_With_Winner,role,role,False,True,False,2,0
Tender,kind,kind,True,False,False,0,22
Tender_Without_Winner,role,role,False,False,True,2,2
Tender_in_Call_for_Tender,role,role,False,True,False,3,0
Tender_in_External_Phase,role,role,False,False,True,1,6
Tender_in_Homologation_Process,role,role,False,True,False,2,0
Tender_in_Internal_Phase,role,role,False,True,False,1,0
Tender_in_Proposal_Reviewing,role,role,False,True,False,2,0
Tender_in_Qualification,role,role,False,True,False,2,0
