percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
70,7,0.006924200104549527,9.630003478378057e-05,1.2400094419717789e-05,7.900060154497623e-06,0.0032421998912468553,7.300055585801601e-06,6.00004568696022e-06,1.2699863873422146e-05,2.100015990436077e-06,0.0018412999343127012,0.02319030009675771,0.03820299997460097,0.0028688000747933984,0.0012792000779882073,0.002279900014400482,0.07997360033914447
