class_name,class_original_classification,classification_final_list
...,subkind,is
....,subkind,is
Asset,phase,is
Capacity_Resource,subkind,can
Claim,phase,can
Economic_Resource,kind,is
Equipment,subkind,is
Equity,phase,can
Finished_Good,subkind,is
Liability,phase,can
Material_Resource,subkind,is
Personnel,subkind,can
Raw_Material,subkind,is
