execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
1,1.9299914129078388e-05,8.739996701478958e-05,1.789990346878767e-05,1.0599964298307896e-05,0.006813200074248016,1.1299969628453255e-05,8.800067007541656e-06,1.8100137822329998e-05,1.8900027498602867e-05,0.0033678999170660973,0.003275400260463357,0.013142499839887023,0.0006218999624252319,2.140016295015812e-05,0.0037547998363152146,0.03118940000422299
2,2.1499930880963802e-05,8.940009865909815e-05,1.7900136299431324e-05,1.0600080713629723e-05,0.007165899965912104,1.3299984857439995e-05,8.999952115118504e-06,1.7700018361210823e-05,1.919991336762905e-05,0.0033260000636801124,0.0032656999537721276,0.012909800047054887,0.0008431001333519816,2.439972013235092e-05,0.0037667000433430076,0.03150020004250109
3,2.0200037397444248e-05,0.00011290016118437052,2.1000043489038944e-05,1.6400008462369442e-05,0.0071965999668464065,1.1499971151351929e-05,1.2400094419717789e-05,1.8600141629576683e-05,2.4899840354919434e-05,0.0035926001146435738,0.003409000113606453,0.014470100053586066,0.0006980999605730176,3.0199997127056122e-05,0.003912599990144372,0.033547100494615734
4,1.969980075955391e-05,0.00012259988579899073,1.819990575313568e-05,1.100008375942707e-05,0.006890600081533194,1.1699856258928776e-05,9.100069291889668e-06,1.8499908037483692e-05,1.8900143913924694e-05,0.003443900030106306,0.0034661998506635427,0.013754399958997965,0.000663899932987988,2.1500163711607456e-05,0.003846299950964749,0.032316499622538686
5,1.6600126400589943e-05,8.130003698170185e-05,1.470011193305254e-05,6.900052540004253e-06,0.0006407999899238348,6.400048732757568e-06,6.8999361246824265e-06,1.2500095181167126e-05,1.589988823980093e-05,8.690007962286472e-05,0.0033287000842392445,0.01637869991827756,0.000597700010985136,1.5099882148206234e-05,0.00393499992787838,0.025144100189208984
