percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
40,2,0.00035529991146177053,1.379998866468668e-05,0.0007292999653145671,8.900067768990993e-06,0.0024521000450477004,8.70006624609232e-06,6.00004568696022e-06,1.2299860827624798e-05,2.400018274784088e-06,0.012384400004521012,0.0005577000556513667,0.0005432999460026622,0.0018186999950557947,2.219993621110916e-05,1.3699987903237343e-05,0.01892879989463836
