execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
2,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
3,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
4,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
5,16,15,0,1,93.75,0.0,6.25,16,11,4,1,68.75,25.0,6.25,224,210,14,224,190,34,93.75,6.25,84.82142857142857,15.178571428571427,-4,4,0,-25.0,25.0,0.0,-20,20,-8.92857142857143,8.928571428571427,1
6,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
7,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
8,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
9,16,15,0,1,93.75,0.0,6.25,16,11,4,1,68.75,25.0,6.25,224,210,14,224,190,34,93.75,6.25,84.82142857142857,15.178571428571427,-4,4,0,-25.0,25.0,0.0,-20,20,-8.92857142857143,8.928571428571427,1
10,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
11,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
12,16,15,0,1,93.75,0.0,6.25,16,0,15,1,0.0,93.75,6.25,224,210,14,224,105,119,93.75,6.25,46.875,53.125,-15,15,0,-93.75,93.75,0.0,-105,105,-46.875,46.875,0
13,16,15,0,1,93.75,0.0,6.25,16,0,15,1,0.0,93.75,6.25,224,210,14,224,107,117,93.75,6.25,47.767857142857146,52.23214285714286,-15,15,0,-93.75,93.75,0.0,-103,103,-45.982142857142854,45.98214285714286,15
14,16,15,0,1,93.75,0.0,6.25,16,9,6,1,56.25,37.5,6.25,224,210,14,224,172,52,93.75,6.25,76.78571428571429,23.214285714285715,-6,6,0,-37.5,37.5,0.0,-38,38,-16.964285714285708,16.964285714285715,5
15,16,15,0,1,93.75,0.0,6.25,16,2,13,1,12.5,81.25,6.25,224,210,14,224,123,101,93.75,6.25,54.91071428571429,45.089285714285715,-13,13,0,-81.25,81.25,0.0,-87,87,-38.83928571428571,38.839285714285715,12
16,16,15,0,1,93.75,0.0,6.25,16,11,4,1,68.75,25.0,6.25,224,210,14,224,190,34,93.75,6.25,84.82142857142857,15.178571428571427,-4,4,0,-25.0,25.0,0.0,-20,20,-8.92857142857143,8.928571428571427,1
