class_name,class_original_classification,classification_final_list
Air_Temperature,kind,not
Atmospheric_Pressure,subkind,can
Cloudiness,subkind,can
Meteorological_Parameters,kind,is
Precipitation,subkind,can
Relative_Humidity,subkind,can
Sea_Surface,kind,not
Surface_Wind,subkind,is
Temperature,subkind,can
