execution_number,input_class_name,input_class_stereotype
1,Available,phase
2,Borrowed,phase
3,Copy,kind
4,Damaged,phase
5,Destroyed,phase
6,Discarded,phase
7,Lent_Copy,role
8,Undamaged,phase
