execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,10,2,1,76.92307692307693,15.384615384615385,7.6923076923076925,182,168,14,182,152,30,92.3076923076923,7.6923076923076925,83.51648351648352,16.483516483516482,-2,2,0,-15.384615384615373,15.384615384615385,0.0,-16,16,-8.791208791208788,8.791208791208788,1
2,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,11,0,2,84.61538461538461,0.0,15.384615384615385,182,168,14,182,154,28,92.3076923076923,7.6923076923076925,84.61538461538461,15.384615384615385,-1,0,1,-7.692307692307693,0.0,7.6923076923076925,-14,14,-7.692307692307693,7.6923076923076925,2
3,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,182,168,14,182,168,14,92.3076923076923,7.6923076923076925,92.3076923076923,7.6923076923076925,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
4,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,11,1,1,84.61538461538461,7.6923076923076925,7.6923076923076925,182,168,14,182,163,19,92.3076923076923,7.6923076923076925,89.56043956043956,10.43956043956044,-1,1,0,-7.692307692307693,7.6923076923076925,0.0,-5,5,-2.7472527472527446,2.7472527472527473,1
5,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,11,1,1,84.61538461538461,7.6923076923076925,7.6923076923076925,182,168,14,182,163,19,92.3076923076923,7.6923076923076925,89.56043956043956,10.43956043956044,-1,1,0,-7.692307692307693,7.6923076923076925,0.0,-5,5,-2.7472527472527446,2.7472527472527473,1
6,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,8,4,1,61.53846153846154,30.76923076923077,7.6923076923076925,182,168,14,182,146,36,92.3076923076923,7.6923076923076925,80.21978021978022,19.78021978021978,-4,4,0,-30.769230769230766,30.76923076923077,0.0,-22,22,-12.087912087912088,12.087912087912088,0
7,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,4,8,1,30.76923076923077,61.53846153846154,7.6923076923076925,182,168,14,182,118,64,92.3076923076923,7.6923076923076925,64.83516483516483,35.16483516483517,-8,8,0,-61.53846153846153,61.53846153846154,0.0,-50,50,-27.472527472527474,27.472527472527474,0
8,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,11,1,1,84.61538461538461,7.6923076923076925,7.6923076923076925,182,168,14,182,163,19,92.3076923076923,7.6923076923076925,89.56043956043956,10.43956043956044,-1,1,0,-7.692307692307693,7.6923076923076925,0.0,-5,5,-2.7472527472527446,2.7472527472527473,1
9,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,182,168,14,182,168,14,92.3076923076923,7.6923076923076925,92.3076923076923,7.6923076923076925,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
10,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,182,168,14,182,168,14,92.3076923076923,7.6923076923076925,92.3076923076923,7.6923076923076925,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
11,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,182,168,14,182,168,14,92.3076923076923,7.6923076923076925,92.3076923076923,7.6923076923076925,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
12,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,11,1,1,84.61538461538461,7.6923076923076925,7.6923076923076925,182,168,14,182,163,19,92.3076923076923,7.6923076923076925,89.56043956043956,10.43956043956044,-1,1,0,-7.692307692307693,7.6923076923076925,0.0,-5,5,-2.7472527472527446,2.7472527472527473,1
13,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,182,168,14,182,168,14,92.3076923076923,7.6923076923076925,92.3076923076923,7.6923076923076925,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
