class_name,class_original_classification,classification_final_list
EvacuationOrganization,subkind,is
FloodDefenseManager,role,can
FloodDefenseMeasuresImplementer,role,is
FloodDefenseOrganization,subkind,can
FloodEvacuationImplementer,role,is
FloodEvacuationManager,role,is
FloodForecaster,role,is
FloodManagementOrganization,subkind,is
HighWaterController,role,can
HighWaterProtectionImplementer,role,is
HighWaterProtectionMeasureEvaluator,role,is
Organization,kind,is
WeatherForecaster,role,is
WeatherOrganization,subkind,is
