class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Alelle,collective,kind,True,False,False,0,2
Allelic_Reference,role,role,False,True,False,1,0
Allelic_Variant,role,role,False,True,False,1,0
