execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,4,3,0,1,75.0,0.0,25.0,4,3,0,1,75.0,0.0,25.0,56,42,14,56,42,14,75.0,25.0,75.0,25.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
2,4,3,0,1,75.0,0.0,25.0,4,2,1,1,50.0,25.0,25.0,56,42,14,56,33,23,75.0,25.0,58.92857142857143,41.07142857142857,-1,1,0,-25.0,25.0,0.0,-9,9,-16.07142857142857,16.07142857142857,2
3,4,3,0,1,75.0,0.0,25.0,4,1,2,1,25.0,50.0,25.0,56,42,14,56,24,32,75.0,25.0,42.857142857142854,57.14285714285714,-2,2,0,-50.0,50.0,0.0,-18,18,-32.142857142857146,32.14285714285714,2
4,4,3,0,1,75.0,0.0,25.0,4,1,2,1,25.0,50.0,25.0,56,42,14,56,24,32,75.0,25.0,42.857142857142854,57.14285714285714,-2,2,0,-50.0,50.0,0.0,-18,18,-32.142857142857146,32.14285714285714,2
