execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
2,16,15,0,1,93.75,0.0,6.25,16,11,0,5,68.75,0.0,31.25,224,210,14,224,154,70,93.75,6.25,68.75,31.25,-4,0,4,-25.0,0.0,25.0,-56,56,-25.0,25.0,5
3,16,15,0,1,93.75,0.0,6.25,16,14,1,1,87.5,6.25,6.25,224,210,14,224,201,23,93.75,6.25,89.73214285714286,10.267857142857142,-1,1,0,-6.25,6.25,0.0,-9,9,-4.017857142857139,4.017857142857142,1
4,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
5,16,15,0,1,93.75,0.0,6.25,16,14,0,2,87.5,0.0,12.5,224,210,14,224,196,28,93.75,6.25,87.5,12.5,-1,0,1,-6.25,0.0,6.25,-14,14,-6.25,6.25,2
6,16,15,0,1,93.75,0.0,6.25,16,8,7,1,50.0,43.75,6.25,224,210,14,224,165,59,93.75,6.25,73.66071428571429,26.339285714285715,-7,7,0,-43.75,43.75,0.0,-45,45,-20.089285714285708,20.089285714285715,6
7,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,195,29,93.75,6.25,87.05357142857143,12.946428571428573,-3,3,0,-18.75,18.75,0.0,-15,15,-6.696428571428569,6.696428571428573,1
8,16,15,0,1,93.75,0.0,6.25,16,6,9,1,37.5,56.25,6.25,224,210,14,224,149,75,93.75,6.25,66.51785714285714,33.482142857142854,-9,9,0,-56.25,56.25,0.0,-61,61,-27.23214285714286,27.232142857142854,9
9,16,15,0,1,93.75,0.0,6.25,16,12,3,1,75.0,18.75,6.25,224,210,14,224,191,33,93.75,6.25,85.26785714285714,14.732142857142858,-3,3,0,-18.75,18.75,0.0,-19,19,-8.482142857142861,8.482142857142858,3
10,16,15,0,1,93.75,0.0,6.25,16,14,1,1,87.5,6.25,6.25,224,210,14,224,205,19,93.75,6.25,91.51785714285714,8.482142857142858,-1,1,0,-6.25,6.25,0.0,-5,5,-2.232142857142861,2.2321428571428577,1
11,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
12,16,15,0,1,93.75,0.0,6.25,16,2,13,1,12.5,81.25,6.25,224,210,14,224,119,105,93.75,6.25,53.125,46.875,-13,13,0,-81.25,81.25,0.0,-91,91,-40.625,40.625,0
13,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
14,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
15,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
16,16,15,0,1,93.75,0.0,6.25,16,13,2,1,81.25,12.5,6.25,224,210,14,224,200,24,93.75,6.25,89.28571428571429,10.714285714285714,-2,2,0,-12.5,12.5,0.0,-10,10,-4.464285714285708,4.4642857142857135,1
