class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Administrative,role,role,False,False,True,2,2
Employee,role,role,False,False,True,1,4
Graduate_Student,role,role,False,True,False,2,0
Intern,role,role,False,True,False,3,0
Person,kind,kind,True,False,False,0,8
Professor,role,role,False,True,False,2,0
Regular,role,role,False,True,False,3,0
Student,role,role,False,False,True,1,2
Undergraduate_Student,role,role,False,True,False,2,0
