percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
40,1,1.1499971151351929e-05,0.009781799861229956,1.0699965059757233e-05,6.5999338403344154e-06,6.700051017105579e-06,9.599956683814526e-06,0.001268099993467331,7.740000728517771e-05,0.00022479996550828218,0.008460000157356262,0.0004987000720575452,0.0004918999038636684,5.599926225841045e-06,1.550000160932541e-05,0.0005368998972699046,0.021405799663625658
