taxonomy_name,dataset_name,num_classes
fischer2018ontorea_tx001.ttl,fischer2018ontorea,6
fischer2018ontorea_tx002.ttl,fischer2018ontorea,3
fischer2018ontorea_tx003.ttl,fischer2018ontorea,3
