percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
70,2,0.010012499522417784,0.0005410998128354549,1.560058444738388e-05,1.4299992471933365e-05,0.005506400018930435,1.1999625712633133e-05,0.01158850034698844,0.00011709937825798988,1.850072294473648e-05,0.013075300026685,0.031362100038677454,0.047157800290733576,0.004930200055241585,0.0019511999562382698,0.004054500255733728,0.1303571006283164
