taxonomy_name,dataset_name,num_classes
it-infrastructure_tx001.ttl,it-infrastructure,4
it-infrastructure_tx002.ttl,it-infrastructure,3
it-infrastructure_tx003.ttl,it-infrastructure,3
it-infrastructure_tx004.ttl,it-infrastructure,4
it-infrastructure_tx005.ttl,it-infrastructure,3
it-infrastructure_tx006.ttl,it-infrastructure,3
it-infrastructure_tx007.ttl,it-infrastructure,4
