class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Abiotic_Component,category,category,False,True,False,3,0
Agent,category,category,True,False,False,0,20
Agent_in_Social_Relation,rolemixin,rolemixin,False,False,True,1,1
Atomic_Installation,subkind,subkind,False,True,False,3,0
Authority,category,category,False,False,True,1,1
Biotic_Component,category,category,False,False,True,3,9
Built_Component,category,category,False,True,False,2,0
Business_Emergency_Human_Resource,role,role,False,True,False,9,0
Business_Emergency_Material_Resource,rolemixin,rolemixin,False,True,False,3,0
Business_Human_Resource,role,role,False,False,True,8,2
Business_Non_Emergency_Human_Resource,role,role,False,True,False,10,0
Businessman,role,role,False,True,False,1,0
Civil_Defense_Organization,kind,kind,False,True,False,2,0
Collective_Social_Agent,category,category,False,False,True,2,1
Complex_Installation,subkind,subkind,False,True,False,3,0
Component,category,category,True,False,False,0,1
Delegatee,rolemixin,rolemixin,True,False,False,0,1
Delegator,rolemixin,rolemixin,True,False,False,0,1
EP_Agent,category,category,False,False,True,1,4
EP_Agent_delegatee,role,role,False,True,False,3,0
EP_Agent_delegator,role,role,False,True,False,3,0
Emergency_Team,collective,kind,False,True,False,3,0
Endangered_Component,rolemixin,rolemixin,False,True,False,3,0
Environmental_Component,category,category,True,False,False,0,26
Environmental_Physical_Component,category,category,False,False,True,1,13
Environmental_Social_Component,category,category,False,True,False,1,0
Evacuation_Geographical_Region,role,role,False,True,False,4,0
Evacuation_Installation,role,role,False,True,False,4,0
Evacuation_Local,rolemixin,rolemixin,True,False,False,0,2
Geographical_Point,category,category,False,True,False,2,0
Geographical_Region,category,category,False,False,True,2,6
Holder,rolemixin,rolemixin,True,False,False,0,4
Human_Resource,role,role,False,False,True,7,4
Individual_Social_Agent,category,category,True,False,False,0,4
Installation,kind,kind,False,False,True,2,3
Jurisdiction,category,category,False,False,True,4,3
Macro_Political_Region,category,category,False,True,False,6,0
Material_Resource,category,category,False,False,True,2,2
Micro_Political_Region,category,category,False,True,False,6,0
Natural_Component,category,category,False,False,True,2,11
Non_Political_Region,category,category,False,True,False,3,0
Normatized_Social_Object,mixin,mixin,False,False,True,1,4
Organization,category,category,False,False,True,1,1
Organization_Holder,role,role,False,True,False,5,0
Owner,rolemixin,rolemixin,False,True,False,1,0
Person,kind,kind,False,False,True,6,8
Person_Holder,role,role,False,True,False,8,0
Physical_Agent,category,category,False,False,True,1,9
Physical_Component,category,category,False,False,True,1,7
Political_Body,category,category,False,True,False,2,0
Political_Region,category,category,False,False,True,5,2
Protector,rolemixin,rolemixin,False,True,False,2,0
Public_Emergency_Human_Resource,role,role,False,True,False,8,0
Public_Emergency_Material_Resource,rolemixin,rolemixin,False,True,False,3,0
Safe_Component,rolemixin,rolemixin,False,True,False,2,0
Social_Agent,category,category,False,False,True,1,2
Social_Component,category,category,True,False,False,0,10
Spatial_Location,category,category,False,False,True,1,8
Under_Protection_Component,rolemixin,rolemixin,False,False,True,1,2
User,role,role,False,False,True,7,2
Visitor,role,role,False,True,False,8,0
