class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Atomic_Commitment,mode,kind,False,False,True,1,1
Atomic_OE_Activity,mode,kind,False,True,False,5,0
Civil_Defense_Organization_Intention,mode,kind,False,True,False,2,0
Closed_Commitment,mode,kind,False,False,True,1,6
Commitment,mode,kind,True,False,False,0,16
Complex_Commitment,mode,kind,False,False,True,1,1
Complex_OE_Activity,mode,kind,False,True,False,5,0
General_OE_Process,mode,kind,False,True,False,3,0
Intention,mode,kind,False,False,True,1,12
Mitigation_activity,mode,kind,False,True,False,4,0
OE_Activity,mode,kind,False,False,True,3,5
OE_Process,mode,kind,False,False,True,2,2
Open_Commitment,mode,kind,True,False,False,0,1
Organization_Holder_Intention,mode,kind,False,True,False,2,0
Preventive_activity,mode,kind,False,True,False,4,0
Protect_Intention,mode,kind,False,True,False,3,0
Specific_OE_Process,mode,kind,False,True,False,3,0
Transfer_activity,mode,kind,False,True,False,4,0
