execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,32,31,0,1,96.875,0.0,3.125,32,27,4,1,84.375,12.5,3.125,448,434,14,448,414,34,96.875,3.125,92.41071428571429,7.5892857142857135,-4,4,0,-12.5,12.5,0.0,-20,20,-4.464285714285708,4.4642857142857135,1
2,32,31,0,1,96.875,0.0,3.125,32,27,4,1,84.375,12.5,3.125,448,434,14,448,414,34,96.875,3.125,92.41071428571429,7.5892857142857135,-4,4,0,-12.5,12.5,0.0,-20,20,-4.464285714285708,4.4642857142857135,1
3,32,31,0,1,96.875,0.0,3.125,32,26,5,1,81.25,15.625,3.125,448,434,14,448,409,39,96.875,3.125,91.29464285714286,8.705357142857142,-5,5,0,-15.625,15.625,0.0,-25,25,-5.580357142857139,5.580357142857142,1
4,32,31,0,1,96.875,0.0,3.125,32,26,5,1,81.25,15.625,3.125,448,434,14,448,405,43,96.875,3.125,90.40178571428571,9.598214285714286,-5,5,0,-15.625,15.625,0.0,-29,29,-6.473214285714292,6.4732142857142865,3
5,32,31,0,1,96.875,0.0,3.125,32,20,11,1,62.5,34.375,3.125,448,434,14,448,353,95,96.875,3.125,78.79464285714286,21.205357142857142,-11,11,0,-34.375,34.375,0.0,-81,81,-18.08035714285714,18.080357142857142,2
6,32,31,0,1,96.875,0.0,3.125,32,26,5,1,81.25,15.625,3.125,448,434,14,448,409,39,96.875,3.125,91.29464285714286,8.705357142857142,-5,5,0,-15.625,15.625,0.0,-25,25,-5.580357142857139,5.580357142857142,1
7,32,31,0,1,96.875,0.0,3.125,32,27,4,1,84.375,12.5,3.125,448,434,14,448,414,34,96.875,3.125,92.41071428571429,7.5892857142857135,-4,4,0,-12.5,12.5,0.0,-20,20,-4.464285714285708,4.4642857142857135,1
8,32,31,0,1,96.875,0.0,3.125,32,28,3,1,87.5,9.375,3.125,448,434,14,448,419,29,96.875,3.125,93.52678571428571,6.4732142857142865,-3,3,0,-9.375,9.375,0.0,-15,15,-3.348214285714292,3.3482142857142865,1
9,32,31,0,1,96.875,0.0,3.125,32,23,8,1,71.875,25.0,3.125,448,434,14,448,384,64,96.875,3.125,85.71428571428571,14.285714285714285,-8,8,0,-25.0,25.0,0.0,-50,50,-11.160714285714292,11.160714285714285,6
10,32,31,0,1,96.875,0.0,3.125,32,25,6,1,78.125,18.75,3.125,448,434,14,448,404,44,96.875,3.125,90.17857142857143,9.821428571428571,-6,6,0,-18.75,18.75,0.0,-30,30,-6.696428571428569,6.696428571428571,1
11,32,31,0,1,96.875,0.0,3.125,32,26,5,1,81.25,15.625,3.125,448,434,14,448,409,39,96.875,3.125,91.29464285714286,8.705357142857142,-5,5,0,-15.625,15.625,0.0,-25,25,-5.580357142857139,5.580357142857142,1
12,32,31,0,1,96.875,0.0,3.125,32,25,6,1,78.125,18.75,3.125,448,434,14,448,398,50,96.875,3.125,88.83928571428571,11.160714285714286,-6,6,0,-18.75,18.75,0.0,-36,36,-8.035714285714292,8.035714285714286,4
