class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Agent,category,category,False,False,True,1,9
Area_Owner,rolemixin,rolemixin,False,True,False,2,0
Audio_Object,kind,kind,False,True,False,2,0
Author,rolemixin,rolemixin,False,True,False,2,0
Cancelled,phase,phase,False,True,False,2,0
Category,type,other,False,False,True,1,9
Closed,phasemixin,phasemixin,False,True,False,3,0
Composite_Area,subkind,subkind,False,True,False,4,0
Composite_Event,subkind,subkind,False,True,False,2,0
Contributor,rolemixin,rolemixin,False,True,False,2,0
Event_Plan,relator,kind,False,False,True,1,7
Event_Plan_Category,subkind,subkind,False,False,True,2,1
Event_Series,subkind,subkind,False,True,False,3,0
Event_Series_Category,subkind,subkind,False,True,False,2,0
Feature,type,other,False,False,True,1,1
Geospatial_Feature,category,category,True,False,False,0,13
Hybrid_Event,phase,phase,False,True,False,2,0
Image_Object,kind,kind,False,True,False,2,0
In-Person_Event,phase,phase,False,True,False,2,0
License_Holder,rolemixin,rolemixin,False,True,False,2,0
Lift,kind,kind,False,True,False,3,0
Lift_Category,subkind,subkind,False,True,False,2,0
Media_Object,category,category,False,False,True,1,3
Media_Object_Category,subkind,subkind,False,True,False,2,0
Mountain_Area,kind,kind,False,False,True,3,2
Mountain_Area_Category,subkind,subkind,False,True,False,2,0
Named_Entity,category,category,True,False,False,0,46
Operational,phasemixin,phasemixin,False,True,False,3,0
Organization,kind,kind,False,True,False,2,0
Organizer,rolemixin,rolemixin,False,True,False,2,0
Permanently_Closed,phasemixin,phasemixin,False,True,False,3,0
Person,kind,kind,False,True,False,2,0
Place,category,category,False,False,True,2,11
Published,phase,phase,False,True,False,2,0
Publisher,rolemixin,rolemixin,False,True,False,2,0
SimpleArea,subkind,subkind,False,True,False,4,0
Simple_Event,subkind,subkind,False,True,False,2,0
Ski_Slope,subkind,subkind,False,True,False,4,0
Ski_Slope_Category,subkind,subkind,False,True,False,2,0
Snow_Measurement,relator,kind,False,True,False,1,0
Snowpark,subkind,subkind,False,True,False,4,0
Snowpark_Category,subkind,subkind,False,True,False,2,0
Snowpark_Feature,subkind,subkind,False,True,False,2,0
Sponsor,rolemixin,rolemixin,False,True,False,2,0
Trail,kind,kind,False,False,True,3,2
Trail_Category,subkind,subkind,False,True,False,2,0
Venue,rolemixin,rolemixin,False,True,False,3,0
Video_Object,kind,kind,False,True,False,2,0
Virtual_Event,phase,phase,False,True,False,2,0
