class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
_Detained_Group__Detained_Group,role,role,False,True,False,2,0
_Detained_Person__Detained_Person,role,role,False,True,False,2,0
_Human_Rights_Mechanism__Human_Rights_Mechanism,subkind,subkind,False,True,False,2,0
_Monitoring_Action_Participant__Monitoring_Event_Participant,role,role,False,True,False,2,0
_Natural_Person__Person,kind,kind,False,False,True,1,3
_Organisation_Member__Member,role,role,False,True,False,2,0
_Perpetrator__Perpetrator,rolemixin,rolemixin,False,True,False,1,0
_UFO-C:_Agent__Agent,category,category,True,False,False,0,9
_UFO-C:_Social_Agent__Organisation_OR_Group,kind,kind,False,False,True,1,2
_Victim__Victim,rolemixin,rolemixin,False,True,False,1,0
