execution_number,input_class_name,input_class_stereotype
1,Adult,phase
2,Child,phase
3,Costumer,role
4,Driver,role
5,International_Tourist,role
6,National_Tourist,role
7,Passenger,role
8,Person,kind
9,Tourist,role
