class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Capability,rolemixin,rolemixin,False,False,True,3,1
Causal_Likelihood,quality,kind,False,True,False,3,0
Disposition,category,category,False,False,True,2,3
Intention,category,category,False,True,False,3,0
Likelihood,category,category,False,False,True,2,2
Mental_Aspect,category,category,False,False,True,2,1
Mode,category,category,False,False,True,1,6
Quality,category,category,False,False,True,1,5
Risk,subkind,subkind,False,True,False,3,0
Threat_Capability,rolemixin,rolemixin,False,True,False,4,0
Triggering_Likelihood,quality,kind,False,True,False,3,0
Trope,category,category,True,False,False,0,13
Value,quality,kind,False,False,True,2,1
Vulnerability,rolemixin,rolemixin,False,True,False,3,0
