class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Agent,category,category,False,False,True,2,5
Endurant,category,category,True,False,False,0,13
Object,category,category,False,True,False,2,0
Object_at_Risk,rolemixin,rolemixin,False,True,False,2,0
Risk_Assessor,rolemixin,rolemixin,False,True,False,4,0
Risk_Enabler,rolemixin,rolemixin,False,True,False,2,0
Risk_Subject,rolemixin,rolemixin,False,True,False,4,0
Substantial,category,category,False,False,True,1,7
Threat_Agent,rolemixin,rolemixin,False,True,False,5,0
Threat_Object,rolemixin,rolemixin,False,False,True,2,1
Value_Assessor,rolemixin,rolemixin,False,False,True,3,1
Value_Enabler,rolemixin,rolemixin,False,False,True,1,1
Value_Object,rolemixin,rolemixin,False,False,True,1,3
Value_Subject,rolemixin,rolemixin,False,False,True,3,1
